transaction_id,client_id,description,amount,date,transaction_type,category
TXN722609,C0180,netflix,10509.71,25-08-2025,Debit,Entertainment
TXN597767,C0180,LIC premium,40680.22,01-03-2024,Debit,Insurance
TXN280330,C0264,stock purchase,14645.88,09-08-2025,DR,Investment
TXN133052,C0068,FLIPKART*,49624.46,02-11-2025,Debit,Shopping
TXN605475,C0138,WATER-PAY,19647.18,25-05-2024,DR,Bills
TXN728450,C0189,lab test,20154.48,11-10-2024,Debit,Healthcare
TXN665679,C0184,hotel booking 96139,36551.98,14-04-2025,Debit,Travel
TXN868582,C0146,mall purchase,24745.85,26-11-2024,Debit,Shopping
TXN799282,C0025,gaming purchase,39419.42,29-11-2025,debit,Entertainment
TXN462722,C0234,SWIGGY ORD,6229.37,10-06-2024,Debit,Food
TXN166700,C0141,hotel bill,44109.75,05-11-2024,Debit,Food
TXN655994,C0157,myntra order,8292.94,09-02-2025,DR,Shopping
TXN139146,C0116,broadband recharge,10686.79,20-03-2024,Debit,Bills
TXN727745,C0068,INVESTMENT TXN,49407.98,08-03-2025,Debit,Investment
TXN143791,C0196,makemytrip 13525,15681.31,02-11-2024,Debit,Travel
TXN368248,C0110,OLA RIDE,32508.01,26-03-2025,DR,Transport
TXN146815,C0064,fuel station,4352.67,12-04-2024,Debit,Transport
TXN290422,C0044,LIC premium,39558.01,10-09-2024,debit,Insurance
TXN028128,C0155,mobile recharge,38952.9,08-12-2025,debit,Bills
TXN821876,C0123,mobile recharge,14791.19,25-02-2024,debit,Bills
TXN378639,C0163,HOTEL BOOKING,3569.18,13-01-2024,DR,Travel
TXN799777,C0242,fuel station,27326.88,25-06-2024,debit,Transport
TXN531220,C0147,amazon pay 28377,46130.51,11-02-2025,Debit,Shopping
TXN160098,C0143,investment txn,26837.51,22-09-2025,DR,Investment
TXN614924,C0034,MYNTRA ORDER,26828.78,04-02-2025,Debit,Shopping
TXN090401,C0223,payroll transfer,32589,07-09-2024,Credit,Salary
TXN125246,C0007,AJIO txn 87404,32909.46,28-06-2024,DR,Shopping
TXN175074,C0191,UBER TRIP,25870.8,22-09-2024,DR,Transport
TXN549301,C0033,RAPIDO 3947,40359.25,05-10-2024,debit,Transport
TXN901105,C0291,salary credit,32266,26-05-2025,Credit,Salary
TXN239500,C0261,RAPIDO,33712.54,28-04-2024,DR,Transport
TXN187655,C0019,SWIGGY ORD 6126,18211.55,02-06-2024,debit,Food
TXN599299,C0191,investment txn,16010.36,20-03-2024,DR,Investment
TXN072275,C0239,mall purchase 29353,49071.06,14-02-2025,DR,Shopping
TXN210419,C0150,monthly salary,26044,12-01-2025,Credit,Salary
TXN810144,C0101,policy payment,29592.71,20-05-2025,debit,Insurance
TXN666834,C0005,SIP DEBIT,11665.23,20-12-2024,Debit,Investment
TXN215162,C0272,netflix,36366.21,16-04-2024,DR,Entertainment
TXN966027,C0119,broadband recharge 18761,14005.67,14-02-2024,DR,Bills
TXN529980,C0069,investment txn,4263.42,07-04-2024,DR,Investment
TXN892248,C0162,apollo pharmacy 86927,11853.85,24-09-2024,Debit,Healthcare
TXN817824,C0300,hospital fee,47178.86,19-05-2024,Debit,Healthcare
TXN375692,C0107,FLIPKART*,20337.5,02-07-2025,debit,Shopping
TXN318993,C0021,flight booking,7897.62,03-12-2025,Debit,Travel
TXN710079,C0154,GAS BILL,19824.3,20-02-2024,debit,Bills
TXN784418,C0282,SAL CR,84270,23-07-2025,Credit,Salary
TXN870709,C0114,electricity bill,6090.23,04-03-2024,Debit,Bills
TXN610611,C0133,ola ride,46879.99,27-03-2024,DR,Transport
TXN096447,C0170,amazon pay,22182.7,11-05-2024,DR,Shopping
TXN520227,C0016,amazon pay 75320,41087.84,08-02-2025,debit,Shopping
TXN926337,C0077,LAB TEST,13763.59,01-04-2025,Debit,Healthcare
TXN502301,C0032,restaurant txn,24954.6,17-07-2025,debit,Food
TXN261251,C0279,myntra order,44234.93,22-06-2025,DR,Shopping
TXN957012,C0290,hotel bill,39076.13,18-12-2024,DR,Food
TXN939278,C0144,stock purchase,29863.88,31-01-2024,debit,Investment
TXN259897,C0124,hotel bill,48699.51,12-04-2024,Debit,Food
TXN372040,C0089,salary credit,100457,01-02-2025,Credit,Salary
TXN029577,C0181,ola ride,17951.98,28-08-2025,DR,Transport
TXN514260,C0020,LIC PREMIUM,27115.39,28-06-2024,debit,Insurance
TXN962484,C0104,amazon pay,23909.89,05-12-2024,DR,Shopping
TXN615105,C0073,RAPIDO,2996.61,31-05-2024,debit,Transport
TXN414813,C0052,mall purchase,35232.81,09-11-2025,debit,Shopping
TXN510867,C0163,hotstar,47435.7,16-10-2025,DR,Entertainment
TXN854018,C0090,IRCTC booking,11177.4,26-08-2025,debit,Transport
TXN994783,C0294,hospital fee,36446.97,19-12-2025,Debit,Healthcare
TXN109168,C0255,APOLLO PHARMACY,11060.34,02-08-2025,DR,Healthcare
TXN861575,C0172,RAPIDO,8411.01,31-03-2024,debit,Transport
TXN755409,C0001,makemytrip,17537.05,20-04-2024,Debit,Travel
TXN924604,C0194,hotel bill,44229.91,19-05-2025,Debit,Food
TXN236541,C0084,gaming purchase,32555.46,04-12-2025,DR,Entertainment
TXN077805,C0176,makemytrip 2731,13071.16,17-04-2024,debit,Travel
TXN936616,C0248,FUEL STATION 12303,29709.65,20-09-2025,debit,Transport
TXN347178,C0106,hotel bill,7872.05,13-04-2024,debit,Food
TXN295199,C0153,broadband recharge,27015.47,07-11-2025,DR,Bills
TXN004001,C0219,ELECTRICITY BILL,7696.42,04-01-2025,debit,Bills
TXN217006,C0088,myntra order,9999.75,27-01-2024,debit,Shopping
TXN938348,C0136,salary credit 52196,86727,15-05-2025,Credit,Salary
TXN046785,C0135,mall purchase,18482.7,01-04-2025,debit,Shopping
TXN699892,C0050,hotel booking,3100.74,14-12-2025,DR,Travel
TXN881640,C0199,myntra order,11391.09,03-03-2024,DR,Shopping
TXN499398,C0154,investment txn,28644.26,29-08-2024,debit,Investment
TXN839334,C0293,AJIO txn,28569.57,13-06-2025,DR,Shopping
TXN222183,C0099,INSURANCE PREMIUM,47454.09,20-06-2024,Debit,Insurance
TXN155062,C0133,UBER TRIP,10111.93,04-10-2025,debit,Transport
TXN544933,C0235,NETFLIX,16319.82,09-10-2024,DR,Entertainment
TXN594117,C0299,restaurant txn,20733.83,31-05-2024,Debit,Food
TXN276968,C0197,amazon pay 37598,44009.19,24-02-2025,DR,Shopping
TXN727357,C0206,HOTEL BOOKING,30919.86,28-11-2025,Debit,Travel
TXN965566,C0138,hotel bill,2483.56,01-05-2025,Debit,Food
TXN899925,C0051,netflix,14031.73,18-05-2025,debit,Entertainment
TXN634367,C0046,WATER-PAY,13485.61,02-03-2025,debit,Bills
TXN909314,C0192,broadband recharge,24233.33,12-06-2025,DR,Bills
TXN922048,C0292,restaurant txn 93104,20181.19,20-06-2025,DR,Food
TXN053016,C0185,ZOMATO PAYMENT,12489.52,12-04-2025,Debit,Food
TXN714264,C0016,gas bill,31777.78,06-05-2024,debit,Bills
TXN360972,C0084,gas bill,29352.27,24-12-2024,debit,Bills
TXN817712,C0110,salary credit,46352,08-08-2025,Credit,Salary
TXN009331,C0243,WATER-PAY,25673.8,29-11-2025,debit,Bills
TXN747363,C0141,ola ride 33181,40258.18,08-11-2024,DR,Transport
TXN545929,C0204,lab test,23345.57,24-11-2025,Debit,Healthcare
TXN638636,C0145,INSURANCE PREMIUM,28081.63,31-08-2025,debit,Insurance
TXN340931,C0142,salary credit,61239,17-10-2025,Credit,Salary
TXN844555,C0207,MONTHLY SALARY,56496,28-02-2024,Credit,Salary
TXN424253,C0199,spotify,12986.13,04-03-2025,debit,Entertainment
TXN233165,C0274,restaurant txn,17171.49,31-12-2025,Debit,Food
TXN308055,C0050,flight booking,43827.21,04-07-2024,DR,Travel
TXN992922,C0172,goibibo,38150.65,06-07-2024,DR,Travel
TXN389738,C0134,FLIPKART*,21035.22,05-12-2024,debit,Shopping
TXN074676,C0242,policy payment 7135,29187.06,27-09-2025,DR,Insurance
TXN913152,C0078,MOBILE RECHARGE,14931.82,25-02-2024,DR,Bills
TXN816780,C0042,ola ride,7178.34,03-07-2024,debit,Transport
TXN286815,C0108,flight booking,2919.52,07-04-2025,DR,Travel
TXN664260,C0220,IRCTC booking,6487.71,20-03-2025,Debit,Transport
TXN996220,C0008,lab test,26698.45,17-01-2025,Debit,Healthcare
TXN727214,C0177,GAMING PURCHASE,36685.49,19-08-2024,DR,Entertainment
TXN068459,C0024,SAL CR,65123,20-06-2024,Credit,Salary
TXN454731,C0069,monthly salary,93697,11-12-2024,Credit,Salary
TXN762492,C0068,movie ticket,975.85,17-08-2024,debit,Entertainment
TXN393418,C0131,electricity bill,35561.28,08-02-2024,debit,Bills
TXN723256,C0060,mutual fund 14270,41809.28,19-02-2024,DR,Investment
TXN728962,C0005,lab test,35099.37,29-07-2024,debit,Healthcare
TXN635054,C0071,payroll transfer,60386,29-09-2025,Credit,Salary
TXN521918,C0102,apollo pharmacy,5718.35,18-04-2024,debit,Healthcare
TXN309699,C0083,insurance premium,17908.93,23-02-2025,Debit,Insurance
TXN013369,C0046,restaurant txn,16543.57,03-01-2024,debit,Food
TXN948730,C0132,mall purchase 11907,3770.91,13-04-2024,DR,Shopping
TXN916603,C0021,broadband recharge,2523.01,27-06-2024,debit,Bills
TXN892597,C0024,monthly salary,40191,07-04-2024,Credit,Salary
TXN281343,C0048,zomato payment,44728.49,28-09-2025,debit,Food
TXN723416,C0245,HOTSTAR,13606.22,29-01-2025,debit,Entertainment
TXN108752,C0214,MEDPLUS,49078.83,12-06-2024,Debit,Healthcare
TXN641056,C0015,policy payment,30573.93,02-01-2025,Debit,Insurance
TXN686790,C0161,fuel station 54007,2317.7,24-09-2024,debit,Transport
TXN915558,C0174,restaurant txn,11214.77,16-11-2025,DR,Food
TXN672562,C0198,mutual fund,17300.56,23-11-2025,debit,Investment
TXN530127,C0241,IRCTC booking,32177.07,09-06-2024,Debit,Transport
TXN052797,C0260,GOIBIBO,16558.12,11-10-2024,Debit,Travel
TXN840184,C0294,mobile recharge,3959.95,30-03-2025,Debit,Bills
TXN018633,C0053,makemytrip,49033.92,31-10-2025,Debit,Travel
TXN668508,C0156,LAB TEST,39593.33,25-09-2025,Debit,Healthcare
TXN856256,C0115,SIP debit,18179.86,25-02-2024,debit,Investment
TXN750690,C0232,flight booking,35838.57,07-01-2025,debit,Travel
TXN838770,C0150,amazon pay,17769.85,10-10-2025,debit,Shopping
TXN112158,C0131,stock purchase 21616,7039.65,23-02-2025,debit,Investment
TXN751607,C0174,INSURANCE PREMIUM,10795.16,14-07-2024,debit,Insurance
TXN479606,C0259,AJIO TXN,29448.78,06-04-2025,DR,Shopping
TXN506391,C0261,FUEL STATION,46766.71,22-08-2025,DR,Transport
TXN635606,C0165,IRCTC BOOKING,19382.53,06-09-2025,Debit,Transport
TXN417197,C0176,investment txn,38123.49,07-10-2024,DR,Investment
TXN313434,C0281,payroll transfer 79074,116752,08-06-2025,Credit,Salary
TXN362067,C0068,gaming purchase,35724.94,04-12-2025,DR,Entertainment
TXN589594,C0246,IRCTC booking,5787.95,26-12-2024,DR,Transport
TXN299818,C0217,LIC premium,37398.48,30-06-2025,DR,Insurance
TXN279948,C0083,RESTAURANT TXN,33519.3,23-07-2024,Debit,Food
TXN033876,C0184,MONTHLY SALARY 38784,51738,08-07-2025,Credit,Salary
TXN588535,C0200,makemytrip,43244.78,24-10-2025,DR,Travel
TXN971490,C0196,mobile recharge,34652.95,18-02-2024,debit,Bills
TXN013596,C0129,lab test,48292.34,25-02-2024,debit,Healthcare
TXN738858,C0189,mobile recharge,41502.57,10-10-2025,debit,Bills
TXN470617,C0091,LIC premium,48215.21,28-10-2024,DR,Insurance
TXN292671,C0285,FLIPKART*,18872.37,14-03-2025,Debit,Shopping
TXN488984,C0080,SAL CR,25739,04-12-2024,Credit,Salary
TXN315784,C0252,zomato payment,30788.12,08-11-2025,DR,Food
TXN545896,C0035,LIC premium,26279.25,07-07-2024,debit,Insurance
TXN695557,C0170,SIP debit,17483.16,06-08-2024,Debit,Investment
TXN863700,C0005,hotstar,26534.33,28-07-2025,DR,Entertainment
TXN041815,C0165,myntra order,45931.99,06-09-2024,DR,Shopping
TXN862044,C0192,apollo pharmacy,1254.79,13-06-2025,debit,Healthcare
TXN086346,C0050,investment txn,9641.77,10-06-2025,DR,Investment
TXN906967,C0218,IRCTC booking,33523.35,06-08-2024,Debit,Transport
TXN856430,C0037,FLIPKART*,38764.83,24-10-2025,DR,Shopping
TXN832795,C0129,UBER TRIP,3680.94,01-07-2024,Debit,Transport
TXN660831,C0208,mutual fund,20393.49,06-04-2025,debit,Investment
TXN066310,C0300,HOSPITAL FEE,314.83,25-09-2025,DR,Healthcare
TXN636031,C0045,SWIGGY ORD,39348.86,04-11-2024,debit,Food
TXN163918,C0274,payroll transfer,29039,30-04-2025,Credit,Salary
TXN151075,C0153,WATER-PAY,14763.02,11-10-2025,DR,Bills
TXN625638,C0202,netflix,2107.82,09-08-2025,Debit,Entertainment
TXN949620,C0263,mutual fund,17205.71,26-02-2025,DR,Investment
TXN703572,C0291,OLA RIDE,9732.42,04-07-2024,debit,Transport
TXN102973,C0102,restaurant txn,33590.83,13-09-2024,debit,Food
TXN298988,C0036,policy payment,32780.54,12-04-2024,DR,Insurance
TXN159798,C0290,gas bill,15297.66,21-08-2025,DR,Bills
TXN823825,C0114,policy payment,261.5,09-09-2024,Debit,Insurance
TXN466992,C0184,hospital fee 96172,43896.73,18-04-2025,debit,Healthcare
TXN882684,C0144,payroll transfer,104511,24-03-2024,Credit,Salary
TXN935441,C0010,IRCTC BOOKING,3841.59,18-03-2024,DR,Transport
TXN578389,C0134,mutual fund,10653.78,07-02-2024,DR,Investment
TXN768845,C0149,investment txn 51545,44574.05,26-08-2025,Debit,Investment
TXN889174,C0085,fuel station 47792,549.37,01-09-2024,DR,Transport
TXN771668,C0248,SIP debit,32977.48,29-05-2024,DR,Investment
TXN044888,C0106,netflix,13232.57,27-08-2024,Debit,Entertainment
TXN339814,C0053,stock purchase,2014.44,26-10-2025,Debit,Investment
TXN685429,C0194,stock purchase,28516.6,20-01-2025,DR,Investment
TXN541456,C0208,gaming purchase,12594.29,16-08-2024,DR,Entertainment
TXN461268,C0085,hotstar,349.75,22-05-2024,DR,Entertainment
TXN631265,C0061,electricity bill,9361.55,05-01-2025,Debit,Bills
TXN220940,C0083,broadband recharge,33767.97,05-05-2025,debit,Bills
TXN041095,C0294,apollo pharmacy 77740,6753.51,08-06-2025,Debit,Healthcare
TXN590983,C0010,UBER TRIP,47912.75,05-09-2025,DR,Transport
TXN178853,C0113,salary credit,86789,08-05-2025,Credit,Salary
TXN277371,C0086,medplus,31168.12,07-06-2025,Debit,Healthcare
TXN212178,C0268,movie ticket 49672,6628.02,17-01-2024,debit,Entertainment
TXN628951,C0020,investment txn,23803.94,21-09-2025,Debit,Investment
TXN940541,C0221,MUTUAL FUND,26973.51,02-01-2024,DR,Investment
TXN827910,C0196,investment txn 69544,11489.72,08-05-2025,debit,Investment
TXN140387,C0131,gaming purchase,28814.52,11-03-2025,DR,Entertainment
TXN005736,C0004,goibibo 78519,20444.16,12-07-2024,DR,Travel
TXN428706,C0186,LIC PREMIUM 85892,34394.58,19-11-2024,Debit,Insurance
TXN592100,C0188,FLIPKART*,42751.75,09-03-2025,debit,Shopping
TXN505905,C0092,policy payment,20673.14,24-07-2025,Debit,Insurance
TXN417470,C0071,gaming purchase,28891,23-12-2025,debit,Entertainment
TXN420019,C0174,FLIPKART*,5031.93,04-06-2025,Debit,Shopping
TXN494581,C0223,MUTUAL FUND,40222.38,28-05-2024,Debit,Investment
TXN975894,C0206,amazon pay,1907.01,28-01-2025,DR,Shopping
TXN671395,C0254,LIC premium,2892,28-06-2024,DR,Insurance
TXN822042,C0262,makemytrip,14314.61,04-02-2024,DR,Travel
TXN165093,C0045,SIP debit,11978.05,01-01-2024,debit,Investment
TXN542893,C0008,payroll transfer,101818,24-07-2024,Credit,Salary
TXN364355,C0142,amazon pay,45752.15,22-12-2024,DR,Shopping
TXN183538,C0209,mobile recharge,28753.84,24-09-2024,debit,Bills
TXN270212,C0276,mutual fund,47351.83,09-06-2025,debit,Investment
TXN794269,C0174,policy payment,24191.82,06-09-2024,DR,Insurance
TXN401262,C0113,hotel booking,5831.09,10-03-2024,debit,Travel
TXN260317,C0148,gas bill,505.97,26-09-2024,DR,Bills
TXN499705,C0161,AJIO txn,27736.48,01-07-2024,Debit,Shopping
TXN523239,C0103,spotify,34161.7,13-07-2024,DR,Entertainment
TXN373322,C0080,WATER-PAY,41750.33,25-09-2025,Debit,Bills
TXN801369,C0278,amazon pay,24643.39,07-01-2024,DR,Shopping
TXN191756,C0262,hotel bill,43441.07,17-05-2025,DR,Food
TXN838096,C0217,payroll transfer,32097,22-06-2025,Credit,Salary
TXN126216,C0266,makemytrip,38799.68,13-04-2025,DR,Travel
TXN379168,C0133,flight booking 27723,29058.79,29-11-2024,debit,Travel
TXN522999,C0218,IRCTC booking,17167.96,07-07-2024,DR,Transport
TXN599167,C0068,broadband recharge,13995.88,03-07-2024,debit,Bills
TXN205588,C0075,LIC premium 35482,27775.9,25-01-2025,Debit,Insurance
TXN542122,C0274,fuel station,6740.89,07-10-2025,debit,Transport
TXN724088,C0084,movie ticket,2404.51,11-04-2024,DR,Entertainment
TXN272388,C0185,zomato payment,4833.17,08-12-2024,DR,Food
TXN368146,C0102,gaming purchase,1011.37,04-05-2024,debit,Entertainment
TXN535240,C0250,LIC premium,17768.35,20-11-2025,debit,Insurance
TXN671698,C0173,makemytrip,47830.59,20-06-2024,DR,Travel
TXN684734,C0150,lab test 21333,11426.33,20-11-2024,debit,Healthcare
TXN546241,C0231,payroll transfer,72600,24-08-2025,Credit,Salary
TXN786160,C0041,MEDPLUS 95490,33107.89,18-12-2025,Debit,Healthcare
TXN549436,C0043,WATER-PAY 62121,2710.2,10-02-2025,DR,Bills
TXN464688,C0065,myntra order 51197,11483.21,17-10-2024,debit,Shopping
TXN906223,C0244,IRCTC booking 87072,43021.23,29-11-2024,debit,Transport
TXN478721,C0289,flight booking 91538,8868.29,03-09-2025,DR,Travel
TXN322824,C0188,hospital fee,40239.29,28-03-2025,Debit,Healthcare
TXN561092,C0005,HOSPITAL FEE 68692,17207.37,25-04-2025,Debit,Healthcare
TXN574843,C0192,hotel booking,29858.25,08-01-2024,debit,Travel
TXN408655,C0194,broadband recharge,8180.21,23-10-2025,Debit,Bills
TXN846804,C0140,GAS BILL,38231.62,19-09-2025,DR,Bills
TXN303663,C0057,monthly salary,48908,19-05-2024,Credit,Salary
TXN052043,C0274,hotel booking,16045.77,04-06-2024,Debit,Travel
TXN244120,C0047,zomato payment,35765.49,09-01-2024,Debit,Food
TXN389439,C0238,UBER TRIP,39290.55,25-05-2025,debit,Transport
TXN074853,C0279,DOMINOS#,2820.8,05-02-2025,Debit,Food
TXN805460,C0128,GOIBIBO,41416.04,04-05-2024,debit,Travel
TXN546454,C0107,lab test,23052.52,06-04-2024,Debit,Healthcare
TXN780901,C0282,hotel booking,7947.4,13-02-2024,debit,Travel
TXN905611,C0112,mutual fund,18034.12,23-02-2024,Debit,Investment
TXN125462,C0203,FLIPKART*,39723.63,21-08-2025,Debit,Shopping
TXN162521,C0191,electricity bill,23774.03,02-09-2025,DR,Bills
TXN062970,C0031,FLIPKART* 81187,46543.82,02-10-2025,debit,Shopping
TXN585473,C0178,spotify,24402.39,20-11-2024,Debit,Entertainment
TXN508877,C0225,GOIBIBO,6753.91,10-02-2024,DR,Travel
TXN339404,C0240,stock purchase,9347.6,22-12-2024,DR,Investment
TXN567916,C0188,SAL CR,63754,26-09-2024,Credit,Salary
TXN649839,C0187,makemytrip,9293,20-01-2024,DR,Travel
TXN521719,C0283,insurance premium 70742,9509.68,30-11-2025,debit,Insurance
TXN690898,C0035,IRCTC booking,5541,19-06-2025,debit,Transport
TXN598750,C0199,ZOMATO PAYMENT 14131,9597,02-02-2024,debit,Food
TXN687604,C0252,FLIGHT BOOKING,3562.28,01-08-2024,DR,Travel
TXN861958,C0189,AJIO txn 73240,46913.43,01-03-2025,DR,Shopping
TXN544720,C0050,restaurant txn 9325,3915.21,09-08-2024,debit,Food
TXN655701,C0092,FLIPKART*,32850.69,06-08-2025,DR,Shopping
TXN736678,C0219,investment txn,17911.01,14-04-2025,DR,Investment
TXN559836,C0227,FLIPKART*,16888.89,10-06-2024,DR,Shopping
TXN451505,C0166,hotstar,20628.92,10-10-2025,debit,Entertainment
TXN377497,C0232,insurance premium,46308.82,17-09-2024,DR,Insurance
TXN933573,C0155,HOTEL BOOKING 37387,834.8,18-05-2024,DR,Travel
TXN862284,C0142,DOMINOS#,1104.63,07-12-2025,debit,Food
TXN932840,C0299,SIP DEBIT,6937.64,10-01-2025,Debit,Investment
TXN769934,C0040,WATER-PAY,20001.92,10-08-2024,DR,Bills
TXN624146,C0154,MOVIE TICKET,35148.34,07-04-2024,DR,Entertainment
TXN436755,C0062,restaurant txn,17409.55,20-03-2025,debit,Food
TXN549856,C0022,mobile recharge,19136.7,08-11-2024,DR,Bills
TXN706358,C0202,gaming purchase,11055.44,21-02-2024,DR,Entertainment
TXN086555,C0244,makemytrip,7417.66,10-12-2024,debit,Travel
TXN811415,C0067,LIC PREMIUM,19938.38,20-03-2025,Debit,Insurance
TXN645920,C0269,fuel station,28575.11,28-07-2025,DR,Transport
TXN093947,C0058,WATER-PAY,34243.2,12-08-2025,debit,Bills
TXN807070,C0157,lab test,29701.98,25-01-2024,debit,Healthcare
TXN047058,C0120,RAPIDO,31166.64,27-03-2025,debit,Transport
TXN254855,C0076,GAS BILL,5636.34,25-02-2024,Debit,Bills
TXN494079,C0012,salary credit,64992,05-04-2025,Credit,Salary
TXN575459,C0248,spotify,26172.83,21-09-2024,DR,Entertainment
TXN950053,C0270,LIC premium,939.06,19-08-2025,DR,Insurance
TXN487547,C0005,DOMINOS#,30905.88,24-02-2024,DR,Food
TXN020006,C0150,AJIO txn,18023.75,20-04-2024,DR,Shopping
TXN508206,C0273,medplus,4998.19,19-11-2024,DR,Healthcare
TXN041684,C0127,FLIPKART*,46318.97,23-01-2024,DR,Shopping
TXN369008,C0182,stock purchase,938.24,01-12-2025,Debit,Investment
TXN656191,C0132,SAL CR,61159,04-03-2024,Credit,Salary
TXN688843,C0071,apollo pharmacy,7602.37,06-02-2025,Debit,Healthcare
TXN252037,C0294,AJIO txn,34332.44,03-03-2025,DR,Shopping
TXN216801,C0071,fuel station,22469.48,14-05-2024,debit,Transport
TXN942296,C0269,LIC premium,15463.74,23-12-2025,Debit,Insurance
TXN961662,C0081,fuel station,32818.46,01-08-2025,Debit,Transport
TXN762399,C0016,netflix,9223.08,29-05-2024,Debit,Entertainment
TXN978584,C0141,movie ticket,46689.75,14-10-2025,DR,Entertainment
TXN594588,C0119,OLA RIDE,30854.99,12-09-2025,DR,Transport
TXN526726,C0241,insurance premium 10517,38995.72,17-05-2024,DR,Insurance
TXN033796,C0210,spotify,8206.04,19-08-2024,Debit,Entertainment
TXN069349,C0091,DOMINOS#,49412.41,28-07-2024,DR,Food
TXN637461,C0195,hotel booking,21389.23,12-02-2024,Debit,Travel
TXN918326,C0020,movie ticket,26817.25,18-10-2025,DR,Entertainment
TXN543900,C0276,mutual fund,43891.44,08-09-2024,Debit,Investment
TXN305324,C0226,apollo pharmacy,48130.36,13-07-2024,DR,Healthcare
TXN963676,C0028,hospital fee,21134.66,19-09-2025,Debit,Healthcare
TXN188504,C0300,SIP debit,36137.89,25-04-2024,Debit,Investment
TXN940172,C0104,SIP debit,8960.35,27-08-2025,Debit,Investment
TXN095621,C0059,makemytrip,39828.38,06-05-2024,DR,Travel
TXN641805,C0082,FLIGHT BOOKING,39557.51,07-06-2025,DR,Travel
TXN904578,C0077,LAB TEST,28283.27,06-11-2025,debit,Healthcare
TXN302809,C0093,OLA RIDE,15416.95,01-04-2025,debit,Transport
TXN569903,C0003,FLIPKART* 33275,22942.96,25-05-2025,Debit,Shopping
TXN083263,C0004,policy payment,22697.85,28-03-2025,debit,Insurance
TXN057739,C0179,mobile recharge,2464.96,31-05-2024,Debit,Bills
TXN051414,C0056,zomato payment,14936.11,30-03-2024,DR,Food
TXN600082,C0288,MEDPLUS,34581.85,01-09-2025,DR,Healthcare
TXN338504,C0189,fuel station,4674.45,02-11-2024,Debit,Transport
