transaction_id,client_id,description,amount,date,transaction_type,category
TXN127951,C0141,apollo pharmacy,14655.78,17-05-2024,Debit,Healthcare
TXN599122,C0271,gaming purchase,30610.45,21-04-2024,Debit,Entertainment
TXN888981,C0163,AJIO txn,14373.62,15-09-2025,DR,Shopping
TXN764606,C0255,monthly salary,90063,16-06-2025,Credit,Salary
TXN123950,C0013,goibibo,48963.3,02-01-2024,debit,Travel
TXN047703,C0171,makemytrip,49949.37,27-02-2025,DR,Travel
TXN266777,C0035,gaming purchase,10075.33,15-10-2024,DR,Entertainment
TXN719151,C0171,monthly salary,25803,26-04-2024,Credit,Salary
TXN346570,C0174,movie ticket,41605.5,17-07-2024,Debit,Entertainment
TXN935391,C0275,hotel booking,7786.21,16-04-2025,debit,Travel
TXN313885,C0290,movie ticket,2819.99,17-06-2025,DR,Entertainment
TXN069430,C0077,gaming purchase,16599.33,28-12-2024,DR,Entertainment
TXN598718,C0200,salary credit,95028,18-06-2024,Credit,Salary
TXN744322,C0017,IRCTC BOOKING,35269.2,18-11-2024,debit,Transport
TXN869750,C0155,PAYROLL TRANSFER,73704,07-04-2025,Credit,Salary
TXN530574,C0013,mobile recharge 5001,45669.43,30-03-2025,Debit,Bills
TXN813206,C0168,GOIBIBO,43696.48,13-11-2024,DR,Travel
TXN759768,C0019,UBER TRIP,49636.16,29-07-2024,DR,Transport
TXN720427,C0045,hotel booking,15562.85,15-02-2024,Debit,Travel
TXN795339,C0160,movie ticket 86474,15637.79,14-08-2025,DR,Entertainment
TXN703725,C0061,gas bill,15971.11,27-03-2025,DR,Bills
TXN107349,C0106,SAL CR 81750,98351,10-06-2025,Credit,Salary
TXN256718,C0088,stock purchase,40204.06,10-08-2025,DR,Investment
TXN493603,C0026,myntra order,2555.29,30-01-2024,debit,Shopping
TXN660048,C0229,AJIO TXN,35239.79,29-08-2025,Debit,Shopping
TXN082362,C0239,policy payment,37924.96,30-06-2025,DR,Insurance
TXN325470,C0239,INSURANCE PREMIUM,23424.43,11-04-2025,DR,Insurance
TXN192260,C0170,goibibo 80963,45644.82,05-02-2025,debit,Travel
TXN295969,C0179,movie ticket 14896,23943.03,23-06-2024,debit,Entertainment
TXN074370,C0155,LIC PREMIUM 93721,16306.97,27-10-2025,Debit,Insurance
TXN505807,C0197,investment txn,12199.68,11-06-2024,DR,Investment
TXN594765,C0176,myntra order,39220.01,21-03-2025,debit,Shopping
TXN877395,C0250,SIP DEBIT,46544.55,10-08-2025,DR,Investment
TXN322999,C0208,mall purchase,41104.71,29-06-2024,Debit,Shopping
TXN692233,C0032,MALL PURCHASE,16383.86,22-10-2025,debit,Shopping
TXN692985,C0077,FLIPKART*,40495.77,30-05-2024,DR,Shopping
TXN314296,C0292,flight booking,10298.97,20-11-2024,Debit,Travel
TXN008514,C0262,payroll transfer,36703,19-08-2025,Credit,Salary
TXN860623,C0184,medplus 72043,62.15,27-07-2025,Debit,Healthcare
TXN333581,C0196,myntra order,29516.39,02-10-2025,DR,Shopping
TXN582402,C0197,lab test,23754.07,11-07-2024,Debit,Healthcare
TXN075232,C0009,MOVIE TICKET,6294.95,12-01-2024,DR,Entertainment
TXN845092,C0213,fuel station,4251.48,19-10-2025,Debit,Transport
TXN403403,C0182,hotel booking,27611.46,05-04-2025,debit,Travel
TXN282330,C0211,WATER-PAY 65394,11852.76,28-05-2025,DR,Bills
TXN504924,C0041,STOCK PURCHASE 63442,18441.56,17-08-2025,DR,Investment
TXN548780,C0046,IRCTC booking,23257.52,21-03-2024,debit,Transport
TXN565390,C0297,broadband recharge,3922.53,10-10-2025,DR,Bills
TXN476090,C0263,salary credit,26413,25-04-2025,Credit,Salary
TXN728814,C0156,flight booking,14474.64,06-02-2024,debit,Travel
TXN305926,C0014,POLICY PAYMENT,28651.54,03-11-2025,Debit,Insurance
TXN138977,C0144,PAYROLL TRANSFER,61418,15-09-2024,Credit,Salary
TXN691175,C0229,MONTHLY SALARY 22986,102564,03-06-2024,Credit,Salary
TXN903888,C0017,spotify,9056.84,24-06-2025,debit,Entertainment
TXN807790,C0197,netflix,41883.96,26-02-2025,Debit,Entertainment
TXN056965,C0136,broadband recharge,36723.37,19-12-2024,DR,Bills
TXN245012,C0195,AMAZON PAY,23823.79,29-06-2025,debit,Shopping
TXN400561,C0162,lab test,612.91,04-04-2025,debit,Healthcare
TXN640141,C0140,MUTUAL FUND,47810.06,18-03-2025,debit,Investment
TXN785479,C0124,hotstar 85866,19569.87,22-11-2025,DR,Entertainment
TXN705484,C0005,insurance premium,15677.23,11-01-2024,Debit,Insurance
TXN760481,C0146,amazon pay,22308.19,12-08-2024,DR,Shopping
TXN688501,C0112,SAL CR,32455,31-08-2025,Credit,Salary
TXN394221,C0290,LIC PREMIUM,42824.91,13-05-2024,Debit,Insurance
TXN669810,C0233,UBER TRIP,33030.68,18-03-2024,debit,Transport
TXN169834,C0038,payroll transfer,67389,20-09-2024,Credit,Salary
TXN852284,C0136,salary credit,32872,21-09-2024,Credit,Salary
TXN676839,C0252,FUEL STATION,30522.89,01-07-2024,Debit,Transport
TXN750152,C0133,FLIPKART*,32174.04,28-03-2025,DR,Shopping
TXN940062,C0255,AMAZON PAY,38866.31,20-01-2024,debit,Shopping
TXN948561,C0201,UBER TRIP,7597.34,03-12-2024,debit,Transport
TXN885050,C0036,insurance premium,23917.41,17-02-2025,debit,Insurance
TXN980463,C0184,SIP DEBIT,6077.76,02-07-2025,debit,Investment
TXN894795,C0175,hotstar,4551.54,01-07-2025,DR,Entertainment
TXN402825,C0098,AJIO txn,8847.38,10-02-2024,Debit,Shopping
TXN088985,C0225,payroll transfer,72089,13-05-2025,Credit,Salary
TXN831248,C0277,WATER-PAY 77818,24471.84,05-03-2024,Debit,Bills
TXN038843,C0174,payroll transfer,83891,17-01-2024,Credit,Salary
TXN548531,C0235,DOMINOS# 15591,40359.04,14-11-2025,Debit,Food
TXN512644,C0010,SIP debit,1863.15,24-05-2024,Debit,Investment
TXN948608,C0158,makemytrip,8629.01,21-02-2024,Debit,Travel
TXN119727,C0255,AJIO txn,40893.65,18-04-2024,Debit,Shopping
TXN421537,C0167,LIC premium,16880.41,25-11-2025,debit,Insurance
TXN181874,C0172,mall purchase,38216.11,30-08-2025,Debit,Shopping
TXN173022,C0225,amazon pay,34820.86,20-07-2025,Debit,Shopping
TXN016390,C0250,MOBILE RECHARGE 82963,18819.03,10-06-2024,DR,Bills
TXN436441,C0244,AMAZON PAY,32594.75,17-10-2024,DR,Shopping
TXN640196,C0020,OLA RIDE,20613.33,27-06-2024,debit,Transport
TXN364751,C0215,insurance premium,31367.04,04-11-2024,Debit,Insurance
TXN532196,C0113,restaurant txn 69594,30953.67,06-07-2025,Debit,Food
TXN521683,C0091,goibibo,34268.48,30-04-2025,Debit,Travel
TXN646782,C0233,UBER TRIP,21744.89,08-12-2024,Debit,Transport
TXN508624,C0264,SWIGGY ORD,7919.12,30-01-2024,Debit,Food
TXN208406,C0167,amazon pay,28996.49,05-03-2025,DR,Shopping
TXN934665,C0113,electricity bill 96798,43496.92,19-01-2025,debit,Bills
TXN477093,C0092,AJIO txn 57229,10823.93,16-09-2025,Debit,Shopping
TXN212034,C0172,HOSPITAL FEE,17942.34,03-10-2024,DR,Healthcare
TXN438540,C0088,UBER TRIP 17991,42585.54,14-04-2025,Debit,Transport
TXN606205,C0284,spotify,47638.95,23-06-2024,DR,Entertainment
TXN292732,C0008,electricity bill,29587.21,18-04-2025,Debit,Bills
TXN992218,C0077,medplus,44593.29,28-08-2025,Debit,Healthcare
TXN446377,C0272,insurance premium 61789,38434.95,04-02-2024,DR,Insurance
TXN087128,C0286,lab test,22633.02,03-09-2024,Debit,Healthcare
TXN016704,C0246,hotel bill 38869,32389.06,02-04-2024,Debit,Food
TXN476936,C0238,SAL CR,101501,25-01-2024,Credit,Salary
TXN001430,C0037,FUEL STATION,23225.5,10-10-2025,DR,Transport
TXN568785,C0295,hospital fee,34908.79,19-09-2025,debit,Healthcare
TXN381672,C0027,electricity bill,25746.53,21-11-2025,Debit,Bills
TXN585935,C0035,AJIO txn,18334.32,25-10-2025,debit,Shopping
TXN773200,C0298,SIP DEBIT,5695.61,04-05-2025,DR,Investment
TXN057106,C0033,WATER-PAY,34017.73,10-10-2024,DR,Bills
TXN711258,C0273,hotstar,23518.79,28-06-2025,Debit,Entertainment
TXN197504,C0235,payroll transfer,115862,08-03-2024,Credit,Salary
TXN117467,C0076,amazon pay,5486.06,09-10-2024,Debit,Shopping
TXN715552,C0278,goibibo,1154.06,02-03-2025,DR,Travel
TXN066008,C0012,fuel station,1093.69,12-07-2024,DR,Transport
TXN509764,C0272,mobile recharge,32794.91,30-11-2024,debit,Bills
TXN237799,C0248,investment txn,8603.42,23-09-2024,debit,Investment
TXN648681,C0083,hotstar 46384,22807.21,19-06-2024,debit,Entertainment
TXN833049,C0079,STOCK PURCHASE,34649.11,13-11-2025,DR,Investment
TXN387630,C0095,OLA RIDE,6341.15,23-09-2024,DR,Transport
TXN566092,C0084,mobile recharge,7414.25,04-04-2025,debit,Bills
TXN163634,C0003,STOCK PURCHASE 65559,47390.5,23-11-2024,Debit,Investment
TXN699283,C0076,stock purchase,48480.89,10-08-2025,debit,Investment
TXN943902,C0021,LIC premium,5633.53,05-05-2025,DR,Insurance
TXN342221,C0029,IRCTC BOOKING 81039,22309.72,04-04-2024,Debit,Transport
TXN564567,C0229,LIC PREMIUM,9801.87,26-03-2024,debit,Insurance
TXN952576,C0185,mall purchase,30261.79,27-02-2024,DR,Shopping
TXN361676,C0180,medplus,18654.1,18-10-2024,debit,Healthcare
TXN842726,C0227,payroll transfer 95501,83224,01-03-2025,Credit,Salary
TXN146348,C0045,SAL CR,80552,28-02-2025,Credit,Salary
TXN978482,C0193,ola ride,49332.18,08-03-2024,DR,Transport
TXN744748,C0291,amazon pay,8761.15,18-04-2025,debit,Shopping
TXN875127,C0300,OLA RIDE,24539.47,05-11-2024,DR,Transport
TXN161506,C0135,payroll transfer,28517,03-01-2024,Credit,Salary
TXN188086,C0252,PAYROLL TRANSFER,62707,03-03-2025,Credit,Salary
TXN609292,C0247,ELECTRICITY BILL,29952.59,05-01-2025,Debit,Bills
TXN391331,C0263,policy payment,48713.45,02-05-2024,debit,Insurance
TXN920983,C0070,insurance premium,7323.93,17-04-2025,Debit,Insurance
TXN051082,C0149,SPOTIFY,45606.99,30-12-2024,DR,Entertainment
TXN627848,C0086,salary credit,49018,06-04-2024,Credit,Salary
TXN718740,C0186,stock purchase,39997.86,04-10-2024,DR,Investment
TXN391134,C0249,mall purchase,6864.73,15-10-2024,Debit,Shopping
TXN871969,C0097,hospital fee,7744.65,14-08-2024,Debit,Healthcare
TXN502812,C0179,mutual fund,40945.86,18-01-2024,Debit,Investment
TXN800682,C0176,MONTHLY SALARY,103335,19-06-2025,Credit,Salary
TXN149275,C0117,RAPIDO,6453.15,11-12-2025,Debit,Transport
TXN800089,C0058,SAL CR,80680,08-12-2025,Credit,Salary
TXN831579,C0263,amazon pay,9833.62,03-02-2024,Debit,Shopping
TXN010772,C0050,insurance premium,3331.04,14-11-2025,Debit,Insurance
TXN095190,C0075,mall purchase,33536.62,30-01-2024,Debit,Shopping
TXN529436,C0292,monthly salary,105341,04-09-2024,Credit,Salary
TXN295549,C0088,amazon pay,10865.56,15-07-2024,DR,Shopping
TXN384265,C0095,mutual fund 28151,42567.81,01-05-2025,DR,Investment
TXN238608,C0209,MAKEMYTRIP,21216.11,10-06-2025,debit,Travel
TXN302275,C0286,MYNTRA ORDER 17914,38118.44,22-12-2025,debit,Shopping
TXN720421,C0228,SWIGGY ORD 37273,30027.47,15-11-2024,debit,Food
TXN938219,C0244,mobile recharge,9455.47,12-03-2024,debit,Bills
TXN548052,C0044,SPOTIFY,5276.49,24-03-2025,DR,Entertainment
TXN067854,C0187,FLIPKART*,37076.78,21-06-2024,Debit,Shopping
TXN760428,C0256,gas bill,6155.65,10-03-2025,debit,Bills
TXN498941,C0208,monthly salary,77459,30-12-2024,Credit,Salary
TXN242035,C0069,FLIGHT BOOKING,12549.48,24-05-2025,Debit,Travel
TXN401220,C0168,SWIGGY ORD,33911.81,02-07-2024,debit,Food
TXN831240,C0239,RAPIDO 10129,37585.46,19-05-2025,DR,Transport
TXN573173,C0010,gas bill,27131.06,07-07-2025,debit,Bills
TXN481985,C0019,hotel bill 59097,42646.66,29-03-2025,debit,Food
TXN515354,C0221,zomato payment,44237.32,17-06-2024,debit,Food
TXN692143,C0284,RAPIDO,28451.38,17-05-2025,Debit,Transport
TXN518722,C0194,investment txn,2805.74,26-09-2024,DR,Investment
TXN047311,C0066,LIC premium,3089.97,27-08-2025,debit,Insurance
TXN448946,C0177,hotstar,17076,09-04-2024,DR,Entertainment
TXN621315,C0044,movie ticket,11746.41,15-11-2024,Debit,Entertainment
TXN689720,C0217,MYNTRA ORDER,16319.32,16-04-2025,DR,Shopping
TXN331890,C0194,LIC premium,23495.6,23-01-2024,DR,Insurance
TXN352288,C0255,policy payment 64110,34549.38,29-07-2024,Debit,Insurance
TXN888495,C0039,STOCK PURCHASE,10103.9,12-10-2025,debit,Investment
TXN778975,C0048,SIP debit 75272,40234.06,01-10-2025,debit,Investment
TXN447853,C0108,insurance premium,40063.26,01-05-2025,DR,Insurance
TXN328575,C0103,netflix,21656.87,06-07-2025,debit,Entertainment
TXN923688,C0010,lab test,38176.84,03-07-2024,DR,Healthcare
TXN982687,C0273,SIP debit,46906.39,01-10-2024,DR,Investment
TXN484953,C0076,policy payment,26123.03,08-01-2025,Debit,Insurance
TXN664722,C0105,WATER-PAY,20524.81,06-03-2024,debit,Bills
TXN425582,C0123,hospital fee,34349.01,29-08-2024,debit,Healthcare
TXN457319,C0217,FLIPKART*,23218.7,27-07-2025,debit,Shopping
TXN675592,C0022,ZOMATO PAYMENT 33968,32940.36,29-06-2024,debit,Food
TXN944322,C0209,MAKEMYTRIP,30087.96,06-03-2024,debit,Travel
TXN770159,C0257,netflix,11817.34,07-08-2025,Debit,Entertainment
TXN249642,C0063,mall purchase,12605.37,02-04-2024,DR,Shopping
TXN228599,C0074,hotstar,37203.07,09-03-2025,DR,Entertainment
TXN058643,C0252,FLIPKART*,12730.21,26-08-2025,debit,Shopping
TXN291225,C0075,stock purchase 71631,23753.21,09-09-2024,debit,Investment
TXN036501,C0028,movie ticket,32276.97,12-09-2025,Debit,Entertainment
TXN127983,C0274,gas bill,18155.5,02-12-2025,DR,Bills
TXN315505,C0047,broadband recharge,46376.82,18-09-2024,debit,Bills
TXN426025,C0018,gas bill,31575.01,21-10-2025,debit,Bills
TXN971503,C0171,salary credit,86746,26-02-2025,Credit,Salary
TXN631365,C0281,apollo pharmacy,3337.03,06-03-2025,DR,Healthcare
TXN464944,C0070,movie ticket,32086.79,07-10-2025,DR,Entertainment
TXN261729,C0265,hotel bill,4129.96,10-06-2024,DR,Food
TXN273343,C0089,IRCTC booking,22585.47,16-05-2024,debit,Transport
TXN918962,C0194,policy payment,18392.63,06-02-2025,debit,Insurance
TXN950896,C0046,INSURANCE PREMIUM 73307,30607.92,22-08-2024,DR,Insurance
TXN629558,C0134,goibibo,20063.72,15-03-2025,Debit,Travel
TXN456298,C0233,UBER TRIP,5885.18,22-06-2025,DR,Transport
TXN400634,C0067,makemytrip,14412.34,21-05-2025,debit,Travel
TXN438652,C0093,medplus,36340.87,12-07-2024,debit,Healthcare
TXN387594,C0299,MEDPLUS,30891.66,11-09-2024,Debit,Healthcare
TXN747987,C0197,MAKEMYTRIP 42468,19889.78,05-08-2024,DR,Travel
TXN493809,C0182,HOSPITAL FEE,16656.47,28-08-2024,Debit,Healthcare
TXN265979,C0259,LIC premium,40496.45,06-01-2024,DR,Insurance
TXN043123,C0298,policy payment,6629.27,26-07-2025,debit,Insurance
TXN094003,C0163,RAPIDO,43897.28,15-05-2024,debit,Transport
TXN784150,C0185,INVESTMENT TXN 5888,24970.55,14-10-2024,Debit,Investment
TXN936035,C0085,hospital fee,25858.29,22-03-2025,debit,Healthcare
TXN055808,C0097,movie ticket,31839.88,26-03-2025,DR,Entertainment
TXN121661,C0254,UBER TRIP 34208,35304.02,22-03-2025,Debit,Transport
TXN886926,C0076,hotel bill,22898.83,25-04-2024,debit,Food
TXN862530,C0140,MYNTRA ORDER,41750.98,04-06-2025,Debit,Shopping
TXN189341,C0214,LIC premium,26310.25,07-08-2025,Debit,Insurance
TXN713703,C0063,FLIPKART*,1317.59,28-11-2025,debit,Shopping
TXN482590,C0246,hospital fee,7705.7,24-03-2024,debit,Healthcare
TXN340699,C0292,flight booking 5847,31125.8,08-04-2025,DR,Travel
TXN779931,C0037,ola ride,16172.08,26-02-2024,debit,Transport
TXN093521,C0011,INVESTMENT TXN,48253.16,12-02-2025,Debit,Investment
TXN161622,C0062,WATER-PAY,37632.88,31-10-2025,DR,Bills
TXN632830,C0068,payroll transfer,65645,02-12-2025,Credit,Salary
TXN499584,C0138,netflix,22283.21,01-02-2025,debit,Entertainment
TXN661323,C0219,LIC premium,30701.11,20-03-2025,debit,Insurance
TXN748302,C0080,amazon pay,11227.03,03-12-2025,DR,Shopping
TXN717556,C0154,makemytrip,15033.65,10-05-2024,debit,Travel
TXN538355,C0056,mobile recharge,3845.1,16-02-2024,DR,Bills
TXN372725,C0131,investment txn,28432.54,16-09-2024,DR,Investment
TXN883856,C0202,insurance premium 97160,23154.69,05-07-2024,DR,Insurance
TXN794144,C0231,SWIGGY ORD,29368.68,10-04-2025,debit,Food
TXN783318,C0133,policy payment,10569.2,21-03-2024,Debit,Insurance
TXN482516,C0208,AJIO txn 15393,8603.33,03-05-2025,Debit,Shopping
TXN723826,C0203,LIC premium,18049.22,20-11-2025,DR,Insurance
TXN197365,C0014,SALARY CREDIT 14768,27082,13-12-2025,Credit,Salary
TXN200189,C0045,broadband recharge,42107.64,05-07-2025,debit,Bills
TXN946252,C0079,PAYROLL TRANSFER,40264,19-06-2024,Credit,Salary
TXN597092,C0201,hotel booking,12146.63,28-10-2024,DR,Travel
TXN889839,C0254,DOMINOS#,21600.76,01-03-2025,DR,Food
TXN538293,C0250,LIC premium,24385.08,12-05-2025,Debit,Insurance
TXN936250,C0214,electricity bill,27671.72,01-10-2024,debit,Bills
TXN021818,C0083,makemytrip,22427.3,22-03-2025,debit,Travel
TXN616205,C0174,SAL CR,91536,12-08-2024,Credit,Salary
TXN873549,C0185,LIC premium 38555,35575.03,02-03-2025,DR,Insurance
TXN135368,C0089,goibibo,4327.87,09-05-2025,DR,Travel
TXN583880,C0025,WATER-PAY 54623,15196.52,02-08-2024,debit,Bills
TXN033523,C0033,DOMINOS#,8752.25,30-05-2025,Debit,Food
TXN356856,C0182,MOVIE TICKET,11220.3,21-09-2024,DR,Entertainment
TXN702007,C0054,restaurant txn,43687.31,10-09-2025,DR,Food
TXN639271,C0053,hotel bill,48733.49,17-09-2025,Debit,Food
TXN164661,C0150,mutual fund,43546.06,05-01-2025,Debit,Investment
TXN128958,C0104,hotel booking 84915,16743.68,21-05-2024,debit,Travel
TXN089375,C0137,hotel booking 62184,14352.18,24-06-2024,debit,Travel
TXN442208,C0117,movie ticket,37665.25,26-06-2025,Debit,Entertainment
TXN833207,C0186,fuel station,47592.99,12-06-2025,debit,Transport
TXN421162,C0085,HOTEL BILL 67909,4257.22,18-11-2024,Debit,Food
TXN662289,C0267,apollo pharmacy 84178,45127.51,29-02-2024,Debit,Healthcare
TXN756602,C0161,payroll transfer,97562,07-11-2024,Credit,Salary
TXN423560,C0229,netflix,46024.12,18-12-2025,DR,Entertainment
TXN424155,C0102,mobile recharge,34879.6,26-10-2025,debit,Bills
TXN545753,C0277,SALARY CREDIT,119225,09-05-2024,Credit,Salary
TXN793821,C0082,SAL CR,93332,14-12-2024,Credit,Salary
TXN761801,C0217,SWIGGY ORD,12082.16,07-11-2024,debit,Food
TXN129828,C0025,mutual fund,31356.94,28-12-2024,debit,Investment
TXN844511,C0298,AJIO txn,16962.24,29-08-2024,debit,Shopping
TXN367356,C0154,LIC premium,42227.9,27-08-2024,DR,Insurance
TXN343773,C0265,SAL CR,57457,17-04-2024,Credit,Salary
TXN868680,C0211,insurance premium,7344.73,11-03-2025,Debit,Insurance
TXN387234,C0270,AMAZON PAY,10754.92,20-03-2024,debit,Shopping
TXN722488,C0251,lab test,21182.64,26-03-2025,DR,Healthcare
TXN538114,C0271,MEDPLUS 93311,6486.67,22-12-2025,debit,Healthcare
TXN630824,C0210,FLIPKART* 20657,18479.22,01-05-2024,DR,Shopping
TXN319737,C0192,amazon pay,7682.16,15-01-2025,DR,Shopping
TXN442245,C0025,monthly salary,43630,26-08-2025,Credit,Salary
TXN128271,C0281,monthly salary,89067,03-01-2024,Credit,Salary
TXN944020,C0173,netflix,15498.9,08-04-2025,DR,Entertainment
TXN667377,C0236,lab test,38102.32,31-05-2025,Debit,Healthcare
TXN653881,C0210,HOTEL BOOKING,39994.58,11-11-2025,Debit,Travel
TXN771661,C0143,medplus,47904.81,29-03-2025,Debit,Healthcare
TXN129795,C0287,FLIPKART*,15456.23,22-10-2025,DR,Shopping
TXN198596,C0244,FLIPKART*,47865.49,18-06-2025,Debit,Shopping
TXN824975,C0106,MUTUAL FUND,48119.59,08-10-2024,Debit,Investment
TXN047169,C0252,mobile recharge,16035.15,26-08-2025,DR,Bills
TXN095447,C0059,DOMINOS#,15882.77,20-09-2024,DR,Food
TXN711573,C0087,MALL PURCHASE 33596,7728.28,21-02-2025,Debit,Shopping
TXN103541,C0164,restaurant txn,2943.92,03-02-2025,DR,Food
TXN788670,C0122,fuel station,2612.87,02-09-2024,Debit,Transport
TXN068638,C0248,hotel booking,23251.88,20-02-2025,debit,Travel
TXN707891,C0052,hotel bill,13472.6,23-08-2025,Debit,Food
TXN524742,C0105,mobile recharge 74581,22310.19,13-10-2025,debit,Bills
TXN955770,C0285,RAPIDO,26886.03,09-03-2025,Debit,Transport
TXN000570,C0031,MAKEMYTRIP,14476.69,20-06-2024,DR,Travel
TXN223089,C0300,flight booking,49962.11,09-10-2025,debit,Travel
TXN414508,C0063,STOCK PURCHASE,3515.36,01-04-2024,DR,Investment
TXN926870,C0176,IRCTC booking,30530.06,21-11-2024,Debit,Transport
TXN220856,C0236,payroll transfer,67157,15-12-2024,Credit,Salary
TXN499677,C0003,POLICY PAYMENT,46114.44,15-09-2025,DR,Insurance
TXN564272,C0042,zomato payment,24459.06,06-02-2025,DR,Food
TXN370142,C0193,MALL PURCHASE,22269.93,06-05-2024,DR,Shopping
TXN485169,C0190,policy payment,49190.1,07-05-2024,DR,Insurance
TXN375203,C0099,BROADBAND RECHARGE,34034.11,27-12-2025,debit,Bills
TXN380633,C0019,mall purchase,11728.21,20-05-2025,Debit,Shopping
TXN205612,C0203,payroll transfer,52405,08-01-2024,Credit,Salary
TXN704828,C0290,myntra order,9704.64,02-08-2025,DR,Shopping
TXN897035,C0117,UBER TRIP,12996.03,06-08-2025,Debit,Transport
TXN265207,C0287,STOCK PURCHASE,33893.17,21-09-2025,DR,Investment
TXN453560,C0209,makemytrip,2612.1,26-11-2024,DR,Travel
TXN795892,C0023,salary credit,72378,13-06-2025,Credit,Salary
TXN204062,C0172,electricity bill,15825.77,05-02-2025,debit,Bills
TXN078057,C0128,mall purchase,48905.22,09-03-2025,Debit,Shopping
TXN847312,C0013,WATER-PAY 82058,1413.08,18-03-2025,Debit,Bills
TXN357357,C0028,LIC premium,5409.88,01-09-2024,Debit,Insurance
TXN655726,C0229,gaming purchase,30985.94,07-04-2024,DR,Entertainment
TXN068188,C0066,INSURANCE PREMIUM 4470,15677.71,11-12-2025,debit,Insurance
TXN058501,C0287,HOTEL BILL,3308.2,24-11-2025,debit,Food
TXN906581,C0006,DOMINOS#,37603.13,26-08-2024,DR,Food
TXN682541,C0014,hotel booking,30969.14,13-12-2024,DR,Travel
TXN827764,C0100,flight booking 1710,35670.7,30-08-2025,DR,Travel
TXN466223,C0096,insurance premium,24080.34,27-09-2025,debit,Insurance
TXN791019,C0184,WATER-PAY 40950,21803.69,29-10-2025,DR,Bills
TXN386747,C0005,SAL CR,69944,25-10-2024,Credit,Salary
TXN360518,C0101,SIP DEBIT,42937.94,08-03-2025,DR,Investment
TXN490107,C0170,WATER-PAY,23796.74,09-12-2025,DR,Bills
TXN476371,C0022,LIC premium,16444.38,17-04-2024,debit,Insurance
TXN223492,C0123,goibibo,11529.1,30-09-2025,DR,Travel
TXN380442,C0006,flight booking,9228.54,07-01-2024,debit,Travel
TXN957045,C0185,MYNTRA ORDER 38186,9736.28,22-08-2025,debit,Shopping
TXN356325,C0284,SWIGGY ORD,44271.4,27-06-2024,Debit,Food
TXN871835,C0071,WATER-PAY,45534.23,22-01-2024,debit,Bills
TXN693014,C0088,apollo pharmacy,12022.69,16-01-2025,debit,Healthcare
